cluster_id,regime,x1,x2,y,included
00-00,00,1,1,1.066443783585,1
00-00,00,-1,1,-2.575439474555,1
00-00,00,-1,-1,1.055030829071,1
00-00,00,-1,1,-0.084674263577,1
00-00,00,1,1,1.197055866306,1
00-00,00,-1,-1,1.640521019557,1
00-00,00,-1,1,-2.042753458926,1
00-00,00,1,-1,-1.749571674935,1
00-01,00,1,1,0.058253272846,1
00-01,00,1,1,0.370683278189,1
00-01,00,1,1,0.494148593064,1
00-01,00,-1,-1,0.077637984471,1
00-01,00,1,-1,-1.301556784486,1
00-01,00,1,1,1.075259025964,1
00-01,00,1,-1,-0.385120949454,1
00-01,00,1,1,0.528033609848,1
00-02,00,-1,1,-1.371348020311,1
00-02,00,1,1,1.358159580581,1
00-02,00,-1,-1,1.397635142078,1
00-02,00,1,1,1.770983235393,1
00-02,00,1,-1,-1.295839354944,1
00-02,00,1,-1,-0.592208073026,1
00-02,00,-1,-1,1.326251535164,1
00-02,00,1,-1,-0.402686411516,1
00-03,00,-1,-1,0.859151765658,1
00-03,00,1,-1,0.543716027549,1
00-03,00,-1,1,-1.762799352776,1
00-03,00,-1,-1,1.548966890022,1
00-03,00,1,1,1.973156986732,1
00-03,00,1,-1,-0.615671934322,1
00-03,00,-1,-1,-0.871631739969,1
00-03,00,-1,-1,0.638747924015,1
00-04,00,-1,1,-0.142840728665,1
00-04,00,-1,-1,0.794375645583,1
00-04,00,-1,-1,1.443780751829,1
00-04,00,1,-1,-1.496766723316,1
00-04,00,1,1,-0.451544722591,1
00-04,00,1,1,1.788435166894,1
00-04,00,-1,-1,2.344669151188,1
00-04,00,-1,-1,0.894427431554,1
00-05,00,-1,1,-1.149122766181,1
00-05,00,1,1,0.319081010054,1
00-05,00,-1,-1,1.007514224550,1
00-05,00,-1,1,-2.074475026471,1
00-05,00,-1,1,-0.351104413251,1
00-05,00,1,-1,-1.175852526730,1
00-05,00,-1,1,-0.942817437365,1
00-05,00,-1,1,-1.684871259155,1
00-06,00,1,1,0.249795216358,1
00-06,00,-1,1,-2.827833599535,1
00-06,00,1,-1,-1.357572067280,1
00-06,00,1,-1,-1.789217373315,1
00-06,00,1,-1,-1.374225788891,1
00-06,00,1,1,0.138751529284,1
00-06,00,-1,-1,0.721175677796,1
00-06,00,-1,-1,0.376388470047,1
00-07,00,1,-1,-0.284928038296,1
00-07,00,-1,1,-2.260530772951,1
00-07,00,1,1,1.403291489667,1
00-07,00,-1,-1,1.159750029753,1
00-07,00,1,-1,-1.041542091350,1
00-07,00,1,-1,-0.073937815337,1
00-07,00,-1,-1,0.983037340575,1
00-07,00,-1,1,-2.445262746325,1
00-08,00,-1,1,-1.382014105390,1
00-08,00,-1,-1,0.146144283576,1
00-08,00,-1,-1,0.633266035790,1
00-08,00,-1,-1,1.403449580355,1
00-08,00,-1,1,-2.018901503436,1
00-08,00,-1,-1,0.550636797240,1
00-08,00,-1,-1,0.089803921687,1
00-08,00,-1,-1,1.840972737013,1
00-09,00,-1,1,-0.859321633833,1
00-09,00,-1,1,-1.070033374495,1
00-09,00,1,-1,-1.628629917180,1
00-09,00,1,1,1.735614829422,1
00-09,00,-1,-1,2.354332228624,1
00-09,00,1,1,0.840299909503,1
00-09,00,1,1,0.327459741846,1
00-09,00,1,1,1.543173644263,1
00-10,00,1,-1,-0.127518454523,1
00-10,00,-1,1,-1.389663544746,1
00-10,00,1,-1,-0.331633238478,1
00-10,00,1,1,0.957340742780,1
00-10,00,1,1,2.394672354821,1
00-10,00,-1,1,0.157244291390,1
00-10,00,1,1,0.777936640691,1
00-10,00,-1,-1,1.297469630141,1
00-11,00,-1,1,-2.363714701534,1
00-11,00,1,-1,-1.151408561849,1
00-11,00,-1,1,-0.218687301784,1
00-11,00,-1,-1,1.629541304151,1
00-11,00,-1,1,-0.764595997227,1
00-11,00,1,-1,-2.074312934568,1
00-11,00,1,1,1.200496097393,1
00-11,00,-1,1,-1.848081996247,1
00-12,00,-1,1,-1.091178992618,1
00-12,00,1,1,1.578432341437,1
00-12,00,1,1,0.571523503163,1
00-12,00,-1,1,-2.033333468271,1
00-12,00,1,-1,-2.578812260663,1
00-12,00,1,1,1.019528070548,1
00-12,00,1,1,0.484555675566,1
00-12,00,-1,-1,3.108868408125,1
00-13,00,1,1,3.424154491994,1
00-13,00,1,-1,-0.616949848131,1
00-13,00,1,1,-0.469959404240,1
00-13,00,-1,1,-1.164813021547,1
00-13,00,1,1,1.808490705210,1
00-13,00,1,-1,-1.317223274316,1
00-13,00,-1,1,-2.113475521193,1
00-13,00,-1,1,-0.767821990816,1
00-14,00,-1,-1,1.152483384093,1
00-14,00,1,1,1.629058832614,1
00-14,00,1,-1,-0.731015667072,1
00-14,00,1,1,0.855617328514,1
00-14,00,1,1,1.017850346983,1
00-14,00,1,-1,-0.337810713691,1
00-14,00,1,-1,-1.628594655040,1
00-14,00,-1,-1,0.993141178199,1
00-15,00,-1,1,-1.452366245149,1
00-15,00,1,1,-0.592442433601,1
00-15,00,-1,-1,1.575337251638,1
00-15,00,-1,-1,0.963018785915,1
00-15,00,1,-1,-0.977228095652,1
00-15,00,1,1,0.282829214672,1
00-15,00,-1,1,0.006159354556,1
00-15,00,1,1,1.706478309035,1
10-00,10,1,1,-0.911256241414,1
10-00,10,1,1,0.175652430077,1
10-00,10,1,1,1.217142884662,1
10-00,10,-1,1,-1.451561403338,1
10-00,10,1,1,1.422338828909,1
10-00,10,-1,1,-2.040188591358,1
10-00,10,1,-1,-1.018255357391,1
10-00,10,1,-1,-0.873144307209,1
10-01,10,-1,1,-1.142065898407,1
10-01,10,1,-1,-1.464788440953,1
10-01,10,-1,1,-1.119283135452,1
10-01,10,1,1,1.743970196397,1
10-01,10,1,1,1.760512752926,1
10-01,10,1,1,1.129539612749,1
10-01,10,1,1,0.885248190127,1
10-01,10,1,1,0.132946326427,1
10-02,10,1,1,1.643647297947,1
10-02,10,1,-1,0.292603310030,1
10-02,10,1,1,1.734354576068,1
10-02,10,1,1,2.003247359697,1
10-02,10,1,-1,-0.707629782641,1
10-02,10,-1,1,-1.251419545443,1
10-02,10,-1,-1,-0.171856608998,1
10-02,10,-1,1,-1.543129281482,1
10-03,10,1,-1,-0.361611229067,1
10-03,10,1,-1,-1.918162323437,1
10-03,10,1,1,1.683215330453,1
10-03,10,-1,-1,0.600464104997,1
10-03,10,1,-1,-2.588195309719,1
10-03,10,-1,-1,0.636206324232,1
10-03,10,1,1,0.723305657720,1
10-03,10,-1,-1,1.385390868212,1
10-04,10,1,-1,-0.526905610784,1
10-04,10,1,-1,-0.766093282437,1
10-04,10,1,-1,-1.330546139202,1
10-04,10,1,1,1.415566619004,1
10-04,10,1,1,0.538774242645,1
10-04,10,1,-1,-0.544813619293,1
10-04,10,1,-1,-0.726779013024,1
10-04,10,1,1,1.498473848378,1
10-05,10,-1,-1,0.581121759572,1
10-05,10,1,1,2.718011070021,1
10-05,10,-1,-1,1.980204166142,1
10-05,10,1,-1,-1.997306222705,1
10-05,10,1,1,1.679532786904,1
10-05,10,1,-1,-0.747761174990,1
10-05,10,1,-1,-1.065783604791,1
10-05,10,1,-1,-1.322230040749,1
10-06,10,-1,-1,1.754525028352,1
10-06,10,1,-1,-0.501347105454,1
10-06,10,1,1,0.551835938037,1
10-06,10,1,-1,-1.792377594817,1
10-06,10,-1,-1,1.731259073263,1
10-06,10,1,1,1.246804573139,1
10-06,10,1,-1,-0.581959671018,1
10-06,10,1,-1,-2.309949256582,1
10-07,10,1,-1,-0.215396822091,1
10-07,10,1,1,0.505317943275,1
10-07,10,1,-1,-0.417852399385,1
10-07,10,-1,1,-0.265879978412,1
10-07,10,1,-1,-2.710623400174,1
10-07,10,1,1,-0.086131482821,1
10-07,10,1,-1,-2.834102251594,1
10-07,10,1,1,0.305309010795,1
10-08,10,1,-1,-0.583712622460,1
10-08,10,1,-1,-1.056958677592,1
10-08,10,1,-1,-0.987913532962,1
10-08,10,-1,-1,0.567883980016,1
10-08,10,-1,1,-0.965061333918,1
10-08,10,-1,1,-1.253174454365,1
10-08,10,1,-1,-0.049216977354,1
10-08,10,1,-1,-0.600218444643,1
10-09,10,1,1,0.560659739571,1
10-09,10,-1,1,-0.735308477735,1
10-09,10,-1,-1,0.333214481390,1
10-09,10,1,1,0.349648937793,1
10-09,10,1,1,1.974387768519,1
10-09,10,1,1,1.165453213167,1
10-09,10,1,-1,-1.035792149526,1
10-09,10,1,-1,-0.418806084411,1
10-10,10,1,-1,-1.779030613626,1
10-10,10,1,1,1.155001610772,1
10-10,10,1,1,1.592386480220,1
10-10,10,1,1,-0.141868074500,1
10-10,10,1,-1,-0.996988625333,1
10-10,10,1,-1,-1.257762268835,1
10-10,10,1,-1,-1.365716006363,1
10-10,10,1,-1,-0.027930710654,1
10-11,10,1,1,0.320863318941,1
10-11,10,1,-1,-2.343450576290,1
10-11,10,1,1,0.708301615663,1
10-11,10,-1,-1,0.794801097603,1
10-11,10,1,-1,-0.360955772921,1
10-11,10,1,1,2.188580432944,1
10-11,10,1,-1,-1.626864298599,1
10-11,10,1,-1,-1.024380176733,1
10-12,10,1,1,0.500803341552,1
10-12,10,1,-1,-0.826100104076,1
10-12,10,1,1,3.159736881979,1
10-12,10,1,-1,-1.024412691186,1
10-12,10,1,1,0.394215073048,1
10-12,10,1,1,1.201636311872,1
10-12,10,1,1,-0.231602555375,1
10-12,10,1,1,2.872023348799,1
10-13,10,1,1,0.663018617247,1
10-13,10,1,1,0.913884345843,1
10-13,10,1,1,0.583597915932,1
10-13,10,1,-1,-2.647138932520,1
10-13,10,1,-1,-1.611746298565,1
10-13,10,1,1,-0.577848003393,1
10-13,10,1,-1,-1.053414054987,1
10-13,10,-1,1,-1.077495954731,1
10-14,10,-1,-1,-0.391237499854,1
10-14,10,1,-1,-2.118413046583,1
10-14,10,-1,-1,1.913042416685,1
10-14,10,1,1,0.667025213923,1
10-14,10,1,1,0.324201322980,1
10-14,10,-1,1,-1.611696308648,1
10-14,10,1,-1,-1.489740217827,1
10-14,10,1,-1,-0.172655554447,1
10-15,10,-1,1,-1.095886852608,1
10-15,10,-1,-1,0.787501205926,1
10-15,10,1,-1,-2.359166829068,1
10-15,10,1,1,0.817102274034,1
10-15,10,1,1,1.538115189383,1
10-15,10,1,1,1.509286527972,1
10-15,10,1,-1,0.105948425549,1
10-15,10,1,1,1.358561116916,1
01-00,01,-1,1,-0.618090103340,1
01-00,01,1,-1,-0.605192588568,1
01-00,01,1,-1,-1.114392525922,1
01-00,01,1,1,1.183668596740,1
01-00,01,-1,1,-0.675367040635,1
01-00,01,1,1,1.974453741006,1
01-00,01,1,-1,-1.986241381134,1
01-00,01,-1,1,-0.976020395804,1
01-01,01,1,1,-0.066570396787,1
01-01,01,-1,-1,0.290470350714,1
01-01,01,-1,1,-0.602621281145,1
01-01,01,1,1,1.384873496373,1
01-01,01,1,-1,-1.707181043143,1
01-01,01,-1,1,-0.310337814405,1
01-01,01,-1,-1,1.747444827558,1
01-01,01,-1,1,-1.011642082531,1
01-02,01,-1,-1,1.433142253895,1
01-02,01,-1,1,-2.504990721739,1
01-02,01,-1,-1,-0.539878022858,1
01-02,01,-1,1,-1.684478612985,1
01-02,01,-1,-1,2.160266913602,1
01-02,01,-1,1,-0.821098385734,1
01-02,01,1,1,-0.172564241550,1
01-02,01,1,1,0.865365763136,1
01-03,01,-1,1,-0.305560225364,1
01-03,01,1,-1,-1.151606635404,1
01-03,01,-1,-1,-0.174850065453,1
01-03,01,-1,1,-1.460545344921,1
01-03,01,1,1,0.716860280296,1
01-03,01,1,1,0.839867112344,1
01-03,01,-1,1,-1.749969140664,1
01-03,01,-1,-1,1.888974614220,1
01-04,01,-1,1,-2.623926927466,1
01-04,01,-1,1,-0.968898610092,1
01-04,01,-1,1,-1.410579432414,1
01-04,01,1,1,-0.547449052053,1
01-04,01,1,1,0.023209746529,1
01-04,01,-1,-1,2.788328425970,1
01-04,01,1,1,0.831913737118,1
01-04,01,-1,1,-2.202672455694,1
01-05,01,1,1,-0.674551554269,1
01-05,01,1,1,0.475469971494,1
01-05,01,1,-1,-2.203577727810,1
01-05,01,-1,1,-1.556269467037,1
01-05,01,1,-1,-0.794353004256,1
01-05,01,1,1,2.528459289289,1
01-05,01,1,1,0.603135541636,1
01-05,01,-1,1,-1.225604612302,1
01-06,01,-1,1,-1.425121473805,1
01-06,01,-1,1,-2.556397598606,1
01-06,01,-1,1,-0.111682604979,1
01-06,01,1,1,0.820016806632,1
01-06,01,1,1,1.078962858450,1
01-06,01,-1,1,-0.777916462203,1
01-06,01,1,-1,-1.447678555597,1
01-06,01,-1,1,0.608768444623,1
01-07,01,1,1,0.302789840509,1
01-07,01,-1,1,0.366755044381,1
01-07,01,-1,1,-1.226425097388,1
01-07,01,-1,1,-1.685727207973,1
01-07,01,1,1,0.239887464332,1
01-07,01,1,1,0.599617448685,1
01-07,01,1,1,1.383523671233,1
01-07,01,1,1,1.656249363798,1
01-08,01,1,1,2.282906759210,1
01-08,01,1,-1,-1.370762017721,1
01-08,01,-1,1,0.540821715167,1
01-08,01,1,1,0.755121935993,1
01-08,01,1,1,1.529417026656,1
01-08,01,1,1,1.234285667041,1
01-08,01,-1,1,-1.236600416661,1
01-08,01,1,1,1.605594236313,1
01-09,01,1,1,1.064168634998,1
01-09,01,1,1,-0.694097235090,1
01-09,01,1,1,0.101010252604,1
01-09,01,1,-1,-0.749250095759,1
01-09,01,1,1,1.822175288695,1
01-09,01,-1,1,-1.805482396855,1
01-09,01,-1,1,-0.656328428986,1
01-09,01,-1,1,-0.425284746165,1
01-10,01,1,1,1.254367943686,1
01-10,01,-1,-1,2.560016022017,1
01-10,01,1,1,0.235199427861,1
01-10,01,-1,1,-1.245167185331,1
01-10,01,-1,1,-2.704926681132,1
